"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","SUPERSTRUCTURE_COND_059","SUBSTRUCTURE_COND_060"
"608","B05022400000000",1978,9,"7","7","7"
"609","B05022500000000",1978,9,"6","7","7"
"610","B05022600000000",1978,9,"7","7","6"
"611","B05022700000000",1978,9,"5","7","7"
"612","B05022900000000",1988,9,"8","7","6"
"613","B05023000000000",1988,9,"8","8","7"
"614","B05023100000000",1988,9,"N","N","N"
"615","B05023400000000",1979,9,"6","7","6"
"616","B05023500000000",1976,9,"5","7","7"
"617","B05023700000000",1979,9,"N","N","N"
"618","B05023800000000",1978,9,"5","5","6"
"619","B05023900000000",1980,9,"7","7","7"
"620","B05024000000000",1980,9,"7","7","7"
"621","B05024100000000",1980,9,"7","7","7"
"622","B05024200000000",1980,9,"7","7","7"
"623","B05024300000000",1981,9,"7","6","6"
"624","B05024400000000",1980,9,"7","6","6"
"625","B05024500000000",1980,9,"7","8","7"
"626","B05024600000000",1980,9,"7","8","6"
"627","B05024700000000",1980,9,"7","7","6"
"628","B05024800000000",1980,9,"6","7","7"
"629","B05024900000000",1980,9,"N","N","N"
"630","B05025000000000",1980,9,"N","N","N"
"631","B05025100000000",1986,9,"5","5","7"
"632","B05025200000000",1988,9,"N","N","N"
"633","B05025300000000",1976,9,"N","N","N"
"634","B05025400000000",1980,9,"6","7","6"
"635","B05025500000000",1984,9,"7","7","6"
"636","B05025600000000",1979,9,"N","N","N"
"637","B05025700000000",1980,9,"7","8","7"
"638","B05025800000000",1979,9,"7","8","8"
"639","B05025900000000",1985,9,"N","N","N"
"640","B05026000000000",1986,9,"6","6","8"
"641","B05026100000000",1928,9,"6","8","5"
"642","B05026200000000",1981,9,"7","7","7"
"643","B05026300000000",1981,9,"5","8","7"
"644","B05026400000000",1987,9,"8","8","8"
"645","B05026500000000",1983,9,"N","N","N"
"646","B05026600000000",1964,9,"7","7","5"
"647","B05026700000000",1982,9,"7","8","7"
"648","B05026800000000",1988,9,"N","N","N"
"649","B05026900010000",1986,9,"7","7","7"
"650","B05026900020000",1986,9,"7","7","7"
"651","B05026900030000",1986,9,"7","7","7"
"652","B05027000000000",1983,9,"7","7","6"
"653","B05027100000000",1998,9,"N","N","N"
"654","B05027200000000",1983,9,"7","8","6"
"655","B05027300000000",1989,9,"8","8","8"
"656","B05027400000000",1983,9,"5","5","7"
"657","B05027500000000",1984,9,"7","8","7"
"658","B05027600000000",1985,9,"7","8","8"
"659","B05027700000000",1985,9,"8","8","8"
"660","B05027800000000",1987,9,"6","6","7"
"661","B05027900000000",1988,9,"6","6","8"
"662","B05028000000000",1989,9,"N","N","N"
"663","B05028100000000",1989,9,"N","N","N"
"664","B05028200000000",1989,9,"7","8","8"
"665","B05028300000000",1989,9,"7","8","8"
"666","B05028400000000",1987,9,"6","6","6"
"667","B05028500000000",1990,9,"7","7","6"
"668","B05028700000000",1990,9,"7","8","8"
"669","B05028800000000",1994,9,"8","8","8"
"670","B05028900000000",1993,9,"N","N","N"
"671","B05029000000000",1994,9,"8","8","8"
"672","B05029100000000",1990,9,"N","N","N"
"673","B05029200000000",1991,9,"8","8","8"
"674","B05029300000000",1993,9,"7","8","5"
"675","B05029400000000",1993,9,"N","N","N"
"676","B05029500000000",1991,9,"8","8","8"
"677","B05029600000000",1992,9,"N","N","N"
"678","B05029700000000",1991,9,"N","N","N"
"679","B05029800000000",1994,9,"6","7","8"
"680","B05030000000000",1993,9,"8","9","9"
"681","B05030100000000",1994,9,"8","8","8"
"682","B05030200000000",1994,9,"8","8","8"
"683","B05030400000000",1992,9,"7","7","8"
"684","B05030500000000",1999,9,"7","8","8"
"685","B05030600000000",1999,9,"7","8","8"
"686","B05030700000000",1996,9,"8","8","8"
"687","B05030800000000",1996,9,"7","7","8"
"688","B05030900000000",1996,9,"7","8","8"
"689","B05031000000000",1996,9,"8","7","8"
"690","B05031100000000",1998,9,"8","8","8"
"691","B05031200000000",2000,9,"7","8","8"
"692","B05031300000000",2000,9,"7","8","8"
"693","B05031400000000",1993,9,"7","7","8"
"694","B05031500000000",1994,9,"8","8","8"
"695","B05031600000000",2002,9,"N","N","N"
"696","B05031700000000",1999,9,"N","N","N"
"697","B05032100000000",2000,9,"7","8","8"
"698","B05032200000000",1999,9,"N","N","N"
"699","B05032300000000",1999,9,"7","8","8"
"700","B05032400000000",1997,9,"8","8","8"
"701","B05032500000000",1995,9,"N","N","N"
"702","B05032600000000",1995,9,"N","N","N"
"703","B05032700000000",1998,9,"8","8","8"
"704","B05032800000000",1998,9,"8","8","8"
"705","B05032900000000",1998,9,"8","9","8"
"706","B05033000000000",2002,9,"8","8","8"
"707","B05033100000000",1998,9,"8","8","8"
"708","B05033200000000",1998,9,"7","7","8"
"709","B05033300000000",1998,9,"7","7","8"
"710","B05033400000000",1998,9,"7","7","8"
"711","B05033500000000",2000,9,"6","6","8"
"712","B05033600000000",2000,9,"8","8","8"
"713","B05033700000000",2001,9,"8","8","8"
"714","B05033800000000",1999,9,"N","N","N"
"715","B05033900000000",2007,9,"7","8","7"
"716","B05034500000000",2003,9,"N","N","N"
"717","B05034600000000",2002,9,"8","8","8"
"718","B05034800000000",2002,9,"8","8","8"
"719","B05035000000000",2002,9,"7","7","8"
"720","B05035300000000",2005,9,"8","8","8"
"721","B05035400000000",2005,9,"7","8","7"
"722","B05035500000000",2005,9,"N","N","N"
"723","B05035900000000",2002,9,"6","8","7"
"724","B05036000000000",2005,9,"8","8","8"
"725","B05036100000000",2004,9,"8","8","8"
"726","B05036200000000",2004,9,"8","8","8"
"727","B05036300000000",2004,9,"8","8","8"
"728","B05036400000000",2004,9,"8","8","8"
"729","B05036600000000",2002,9,"N","N","N"
"730","B05036700000000",2003,9,"8","8","8"
"731","B05036800000000",2003,9,"N","N","N"
"732","B05036900000000",2003,9,"N","N","N"
"733","B05037000000000",2005,9,"9","9","9"
"734","B05037100000000",2004,9,"N","N","N"
"735","B05037500000000",2005,9,"8","8","8"
"736","B05038200000000",2009,9,"9","9","9"
"737","B05038300000000",2009,9,"8","8","8"
"738","B05038400000000",2009,9,"8","8","8"
"739","B05038600000000",2010,9,"8","8","8"
"740","B05038700000000",2009,9,"8","8","8"
"741","B05038800000000",2010,9,"8","9","9"
"742","B05038900000000",2011,9,"8","8","8"
"743","B05039200000000",2012,9,"8","8","8"
"744","B05040200000000",2014,9,"8","8","8"
"745","B05040300000000",2014,9,"8","8","8"
"746","B05060000000000",2011,9,"8","8","8"
"747","B05060100000000",2011,9,"8","8","8"
"748","B05060200000000",2011,9,"N","N","N"
"749","B05060300000000",2011,9,"8","8","8"
"750","B05060400000000",2013,9,"8","8","8"
"751","B05060500000000",2012,9,"8","8","8"
"752","B05060600000000",2013,9,"8","8","8"
"753","B05060700000000",2013,9,"8","8","8"
"754","B05060800000000",2013,9,"8","8","8"
"755","B05060900000000",2013,9,"8","8","8"
"756","B05061000000000",2012,9,"8","8","8"
"757","B05061100000000",2014,9,"8","8","8"
"758","B05061200000000",2014,9,"8","8","8"
"759","B05061300000000",2012,9,"8","8","8"
"760","B05061500000000",2011,9,"8","8","8"
"761","B05062100000000",2014,9,"8","8","8"
"762","B05062200000000",2014,9,"8","8","8"
"763","B05062300000000",2014,9,"8","8","8"
"764","B05063400000000",2012,9,"8","8","8"
"765","B05063500000000",2012,9,"8","8","8"
"766","B05063700000000",2012,9,"8","8","8"
"767","B05063800000000",2014,9,"8","8","8"
"768","B05063900000000",2014,9,"8","8","8"
"769","B05064000000000",2014,9,"8","8","8"
"770","B05064100000000",2014,9,"8","8","8"
"771","B05064200000000",2012,9,"8","8","8"
"772","B05064400000000",2014,9,"8","8","8"
"773","B05064500000000",2014,9,"8","8","8"
"774","B05064600000000",2012,9,"8","8","8"
"775","B05064700000000",2012,9,"8","8","8"
"776","B05064800000000",2011,9,"8","8","8"
"777","B05064900000000",2011,9,"8","8","8"
"778","B05065000000000",2013,9,"8","8","8"
"779","B05065300000000",2011,9,"8","8","8"
"780","B05065400000000",2012,9,"8","8","8"
"781","B05065500000000",2012,9,"8","8","8"
"782","B05065600000000",2014,9,"8","8","8"
"783","B05065700000000",2014,9,"8","8","8"
"784","B05065800000000",2014,9,"8","8","8"
"785","B05066000000000",2014,9,"8","8","8"
"786","B05066100000000",2012,9,"8","8","8"
"787","B05066300000000",2012,9,"8","8","8"
"788","B05066600000000",2014,9,"8","8","8"
"789","B05066700000000",2014,9,"8","8","8"
"790","B05067700000000",2014,9,"8","8","8"
"791","B05068400000000",2012,9,"8","8","8"
"792","B05068500000000",2014,9,"8","8","8"
"793","B05068800000000",2012,9,"N","N","N"
"794","B05068900000000",2011,9,"N","N","N"
"795","B05069000000000",2012,9,"N","N","N"
"796","B05069100000000",2011,9,"N","N","N"
"797","B05069200000000",2011,9,"N","N","N"
"798","B05069300000000",2014,9,"N","N","N"
"799","B05071100000000",1942,9,"4","3","4"
"800","B05071700000000",1948,9,"N","N","N"
"801","B05073600010000",1934,9,"6","6","5"
"802","B05073600020000",1934,9,"5","5","5"
"803","B05073600030000",1934,9,"5","6","5"
"804","B05073600040000",1934,9,"6","7","5"
"805","B06000200000000",1949,11,"7","7","7"
"806","B06000700000000",1953,11,"N","N","N"
"807","B06000800000000",1954,11,"8","7","7"
"808","B06001300000000",1951,11,"7","6","5"
"809","B06001400000000",1951,11,"7","6","5"
"810","B06001500000000",1951,11,"6","6","4"
"811","B06001600000000",1951,11,"6","6","5"
"812","B06001700000000",1951,11,"5","5","5"
"813","B06001800000000",1951,11,"7","7","5"
"814","B06002000000000",1955,11,"7","7","5"
"815","B06002200000000",1955,11,"4","6","6"
"816","B06002300000000",2009,11,"8","8","8"
"817","B06002500000000",1956,11,"6","6","7"
"818","B06002700000000",1957,11,"7","7","6"
"819","B06002800000000",1956,11,"7","7","7"
"820","B06002900000000",1958,11,"N","N","N"
"821","B06003100000000",1960,11,"7","7","7"
"822","B06003300000000",1962,11,"6","6","7"
"823","B06003400000000",1963,11,"N","N","N"
"824","B06003500000000",1963,11,"7","7","7"
"825","B06003600000000",1967,11,"7","8","8"
"826","B06003700000000",1967,11,"6","7","6"
"827","B06003800000000",1968,11,"6","6","8"
"828","B06003900000000",1969,11,"7","8","7"
"829","B06004000000000",1970,11,"5","7","7"
"830","B06004100000000",1974,11,"6","8","5"
"831","B06004200000000",1975,11,"7","8","7"
"832","B06004300000000",1978,11,"7","8","8"
"833","B06004400000000",1986,11,"6","7","7"
"834","B06004500000000",1977,11,"8","8","7"
"835","B06004600000000",1977,11,"8","8","8"
"836","B06004700000000",1977,11,"8","8","8"
"837","B06004800000000",1978,11,"8","8","8"
"838","B06004900000000",1982,11,"N","N","N"
"839","B06005000000000",1986,11,"5","7","8"
"840","B06005100000000",1986,11,"N","N","N"
"841","B06005300000000",1981,11,"8","8","7"
"842","B06005400000000",1982,11,"N","N","N"
"843","B06005500000000",1980,11,"N","N","N"
"844","B06005600000000",1998,11,"8","8","8"
"845","B06005700000000",1982,11,"7","7","8"
"846","B06005800000000",1983,11,"7","7","7"
"847","B06005900000000",1985,11,"7","8","8"
"848","B06006000000000",1985,11,"7","7","8"
"849","B06006100000000",1985,11,"8","8","8"
"850","B06006200000000",1985,11,"7","7","8"
"851","B06006300000000",1985,11,"8","8","8"
"852","B06006400000000",1986,11,"8","8","8"
"853","B06006500000000",1988,11,"N","N","N"
"854","B06006600000000",1988,11,"8","8","7"
"855","B06006700000000",1986,11,"N","N","N"
"856","B06006800000000",1986,11,"N","N","N"
"857","B06006900000000",1986,11,"7","7","8"
"858","B06007000000000",1987,11,"6","6","7"
"859","B06007100000000",1992,11,"N","N","N"
"860","B06007200000000",1989,11,"8","8","8"
"861","B06007300000000",1987,11,"6","6","7"
"862","B06007400000000",1987,11,"N","N","N"
"863","B06007500000000",1987,11,"7","7","8"
"864","B06007600000000",1989,11,"8","8","8"
"865","B06007700000000",1982,11,"7","8","8"
"866","B06007800000000",1987,11,"7","8","8"
"867","B06007900010000",1988,11,"7","7","7"
"868","B06007900020000",1988,11,"7","7","7"
"869","B06007900030000",1988,11,"7","7","7"
"870","B06007900040000",1988,11,"7","7","7"
"871","B06007900050000",1988,11,"7","7","7"
"872","B06007900060000",1988,11,"7","7","7"
"873","B060079003A0000",1988,11,"7","7","7"
"874","B06008000000000",1987,11,"7","7","8"
"875","B06008100000000",1987,11,"7","7","8"
"876","B06008200000000",1989,11,"8","8","8"
"877","B06008300000000",1989,11,"7","7","8"
"878","B06008400000000",1988,11,"8","8","8"
"879","B06008500000000",1990,11,"7","7","8"
"880","B06008600000000",1990,11,"7","7","8"
"881","B06008700000000",1991,11,"8","8","8"
"882","B06009000000000",1990,11,"7","7","8"
"883","B06009100000000",1991,11,"7","8","8"
"884","B06009200000000",1990,11,"8","8","8"
"885","B06009300000000",1991,11,"N","N","N"
"886","B06009400000000",1991,11,"N","N","N"
"887","B06009500000000",1994,11,"8","8","8"
"888","B06009600000000",1991,11,"7","7","8"
"889","B06009700000000",1991,11,"8","8","8"
"890","B06009800000000",1994,11,"7","8","7"
"891","B06009900000000",1991,11,"7","7","8"
"892","B06010000000000",1992,11,"8","8","8"
"893","B06010100000000",1991,11,"8","8","8"
"894","B06010300000000",1997,11,"N","N","N"
"895","B06010400000000",1993,11,"8","8","8"
"896","B06010500000000",1994,11,"7","7","8"
"897","B06010600000000",1994,11,"8","8","8"
"898","B06010700000000",1993,11,"8","8","8"
"899","B06010800000000",1993,11,"8","8","8"
"900","B06010900000000",1995,11,"7","7","8"
"901","B06011000000000",1998,11,"8","8","8"
"902","B06011100000000",1936,11,"7","6","6"
"903","B06011200000000",1936,11,"5","4","6"
"904","B06011300000000",1999,11,"N","N","N"
"905","B06011500000000",2000,11,"N","N","N"
"906","B06011600000000",2000,11,"N","N","N"
"907","B06011700000000",2000,11,"7","8","8"
"908","B06011800000000",1998,11,"8","8","8"
"909","B06011900000000",1998,11,"8","8","8"
"910","B06012000000000",1998,11,"7","7","8"
"911","B06012100000000",2001,11,"7","8","8"
"912","B06012200000000",2002,11,"7","8","8"
"913","B06012300000000",2000,11,"8","8","9"
"914","B06012400000000",2001,11,"8","8","8"
"915","B06012500000000",2003,11,"N","N","N"
"916","B06012600000000",2001,11,"8","8","8"
"917","B06012800000000",2003,11,"8","8","9"
"918","B06012900000000",2001,11,"8","8","8"
"919","B06013000000000",2001,11,"8","8","8"
"920","B06013100000000",2001,11,"8","8","8"
"921","B06013200000000",2002,11,"8","8","8"
"922","B06013300000000",2002,11,"8","8","8"
"923","B06013400000000",2002,11,"8","8","9"
"924","B06013500000000",2002,11,"7","7","8"
"925","B06013600000000",2005,11,"7","7","8"
"926","B06013700000000",2002,11,"N","N","N"
"927","B06013800000000",2003,11,"7","7","7"
"928","B06013900000000",2002,11,"8","8","8"
"929","B06014000000000",2003,11,"7","7","8"
"930","B06014100000000",2003,11,"N","N","N"
"931","B06014200000000",2002,11,"8","8","9"
"932","B06014400000000",2004,11,"7","8","8"
"933","B06014500000000",2002,11,"N","N","N"
"934","B06014600000000",2004,11,"7","7","8"
"935","B06014700000000",2005,11,"8","8","8"
"936","B06014800000000",2005,11,"8","9","9"
"937","B06014900000000",2004,11,"8","8","8"
"938","B06015000000000",2004,11,"8","8","9"
"939","B06015100000000",2004,11,"8","8","8"
"940","B06015200000000",2005,11,"8","8","8"
"941","B06015300000000",2005,11,"7","8","8"
"942","B06015400000000",2005,11,"8","8","8"
"943","B06015500000000",2003,11,"8","8","8"
"944","B06015600000000",2005,11,"8","8","8"
"945","B06015700000000",2009,11,"8","8","8"
"946","B06015800000000",2012,11,"8","8","8"
"947","B06016000000000",2006,11,"8","8","8"
"948","B06016100000000",2006,11,"8","8","9"
"949","B06016200000000",2006,11,"8","8","9"
"950","B06016300000000",2004,11,"N","N","N"
"951","B06016400000000",2004,11,"N","N","N"
"952","B06016500000000",2008,11,"8","8","8"
"953","B06016600000000",2009,11,"9","9","9"
"954","B06016700000000",2008,11,"9","9","9"
"955","B06016800000000",2009,11,"8","8","8"
"956","B06016900000000",2009,11,"9","9","9"
"957","B06017000000000",2009,11,"9","9","9"
"958","B06017100000000",2009,11,"9","9","9"
"959","B06017200000000",2012,11,"9","9","9"
"960","B06017400000000",2009,11,"9","9","9"
"961","B06017500000000",2009,11,"9","9","9"
"962","B06017700000000",2008,11,"9","9","9"
"963","B06017800000000",2011,11,"7","7","7"
"964","B06017900000000",2011,11,"7","8","8"
"965","B06018000000000",2008,11,"9","9","9"
"966","B06018100000000",2007,11,"9","9","9"
"967","B06018200000000",2012,11,"9","9","9"
"968","B06018300000000",2012,11,"9","9","9"
"969","B06018500000000",2013,11,"9","9","9"
"970","B06018600000000",2014,11,"9","9","9"
"971","B06019000000000",2012,11,"9","9","9"
"972","B06019100000000",2012,11,"9","9","9"
"973","B06019200000000",2014,11,"N","N","N"
"974","B06020000000000",2010,11,"9","9","9"
"975","B06029800000000",1938,11,"N","N","N"
"976","B06029900000000",1938,11,"7","7","7"
"977","B06075200000000",1942,11,"7","7","7"
"978","B06075400000000",1941,11,"7","7","6"
"979","B06088500000000",1932,11,"7","7","6"
"980","B06088800000000",1928,11,"4","4","5"
"981","B06089600000000",1934,11,"5","4","4"
"982","B06089800000000",1933,11,"7","6","6"
"983","B06089900000000",1933,11,"7","6","6"
"984","B06090000000000",1933,11,"6","5","6"
"985","B06090100000000",1933,11,"7","5","7"
"986","B06090200000000",1933,11,"6","6","6"
"987","B06090300000000",1933,11,"6","6","6"
"988","B06090800000000",1958,11,"N","N","N"
"989","B06091300000000",1928,11,"5","5","6"
"990","B06091400000000",1927,11,"4","4","6"
"991","B07000500000000",1977,13,"5","5","6"
"992","B07000600000000",1984,13,"6","7","6"
"993","B07000700000000",1981,13,"7","6","5"
"994","B07000800000000",1983,13,"N","N","N"
"995","B07000900000000",1982,13,"5","6","6"
"996","B07001000000000",1983,13,"7","7","6"
"997","B07001100000000",1986,13,"7","7","7"
"998","B07001200000000",1988,13,"6","7","6"
"999","B07001300000000",1986,13,"6","7","6"
"1000","B07001400000000",1988,13,"7","8","6"
"1001","B07001500000000",1985,13,"6","7","6"
"1002","B07001600000000",1986,13,"6","7","7"
"1003","B07001700000000",1986,13,"6","7","7"
"1004","B07001800000000",1990,13,"5","8","8"
"1005","B07001900000000",1986,13,"6","6","5"
"1006","B07002000000000",1991,13,"6","7","7"
"1007","B07002200000000",1989,13,"7","7","7"
"1008","B07002300000000",2000,13,"7","7","7"
"1009","B07002400000000",1999,13,"6","6","6"
"1010","B07002500000000",1991,13,"7","7","7"
"1011","B07002600000000",1992,13,"7","7","7"
"1012","B07002700000000",1992,13,"7","7","6"
"1013","B07002800000000",1992,13,"7","7","5"
"1014","B07002900000000",1993,13,"7","7","7"
"1015","B07003000000000",1993,13,"7","7","8"
"1016","B07003100000000",1993,13,"N","N","N"
"1017","B07003200000000",1993,13,"7","7","6"
"1018","B07003300000000",1995,13,"7","7","5"
"1019","B07003400000000",1994,13,"7","7","8"
"1020","B07003500000000",1994,13,"7","7","8"
"1021","B07003600000000",1994,13,"7","7","8"
"1022","B07003700000000",1996,13,"7","7","6"
"1023","B07003800000000",1995,13,"7","8","8"
"1024","B07003900000000",1997,13,"7","6","7"
"1025","B07004000000000",1997,13,"N","N","N"
"1026","B07004200000000",1998,13,"7","7","5"
"1027","B07004300000000",2000,13,"7","7","7"
"1028","B07004500000000",2002,13,"6","7","5"
"1029","B07004600000000",2002,13,"7","7","8"
"1030","B07004700000000",2002,13,"7","8","8"
"1031","B07004900000000",2011,13,"8","8","9"
"1032","B07005000000000",2004,13,"7","7","7"
"1033","B07005100000000",2004,13,"7","7","8"
"1034","B07005400000000",2006,13,"7","7","7"
"1035","B07005500000000",2007,13,"8","8","8"
"1036","B08000600000000",1951,15,"N","N","N"
"1037","B08000700000000",1935,15,"5","5","5"
"1038","B08000800000000",1977,15,"6","7","7"
